idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
509,507,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,479,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
510,480,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski ands.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,489,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,490,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,491,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. re-ich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
510,492,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,493,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,494,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,495,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,496,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,497,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,506,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,507,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
510,509,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,479,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michal-ski; t. mitchell; p. pachowicz; y. reich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
511,480,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski ands.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,489,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,490,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloendorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. d^zeroski; s. e. fahlman; d. fisher; r. hamann; k. kauf-man; s. keller; i. kononenko; j. kreuziger; r. s. michalski; t. mitchell; p. pachovicz; y. re-ich; h. vafaie; w. van de welde; w. wentzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,491,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s dzroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. re-ich h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang.,the monk's problems a performance comparison of different learning algorihms.,,,1991.0,T5S11991
511,492,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,493,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,494,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,495,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,496,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,sebastian b. thrun; jerzy bala; eric bloedorn; bojan cestnik; john cheng; kenneth de jong; saso dzeroski; douglas fisher; scott e. fahlman; rainer hamann; kenneth kaufman; stefan keller; igor kononenko; juergen kreuziger; ryszard s. michalski; tom mitchell; peter pachowicz; yoram reich; haleh vafaie; walter van de welde; walter wenzel; janusz wnek; and jianping zhang.,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,497,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de welde; w. wenzel; j. wnek; and j. zhang,the monk's problems a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,506,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,507,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dze-roski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,509,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s. b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s. e. fahlman; d. fisher; r. hamann; k. kaufaman; s. keller; i. kononenko; j. kreusiger; r. s. michalski; t. mitchell; p. pachowitz; y. reich; h. vafaic; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
511,510,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991,thrun1991a,s.b. thrun; j. bala; e. bloedorn; i. bratko; b. cestnik; j. cheng; k. de jong; s. dzeroski; s.e. fahlman; d. fisher; r. hamann; k. kaufman; s. keller; i. kononenko; j. kreuziger; r.s. michalski; t. mitchell; p. pachowicz; y. reich; h. vafaie; w. van de weldel; w. wenzel; j. wnek; and j. zhang.,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5S11991
512,481,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzerowski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991.0,T5T61991
512,482,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzerowski; fahlman; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; vafaie; van de velde; wenzel; wnek; and zhang,"the monks problems: a performance comparison of different learning algorithms,",,,1991.0,T5T61991
512,485,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; d zeroski; fahlman; fisher; hamann; kauf-man; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de velde; wenzel; wnek; and zhang,the monk's problems: a performance comparison of different learning algorithms.,,,1991.0,T5T61991,thrun1991a,thrun; bala; bloedorn; bratko; cestnik; cheng; de jong; dzeroski; fahlman; fisher; hamann; kaufman; keller; kononenko; kreuziger; michalski; mitchell; pachowicz; reich; vafaie; van de welde; wenzel; wnek; and zhang,the monk's problem: a performance comparison of different learning algorithms.,,,1991.0,T5T61991
